sepal_length,sepal_width,petal_length,petal_width,species
5.603945923433921,2.639911077883267,5.46916018108193,-0.13582225006364457,setosa
5.0682425259339405,2.8996496292477154,2.9962365218429428,0.7015523722647616,virginica
5.948060138532288,2.857516406651713,1.1302982063636842,1.3885360635902702,virginica
5.930527636089945,2.8040012302278865,5.73080856124812,0.9984773069785038,versicolor
5.80255672832123,3.5296362720843293,3.5281902321210734,1.2855729366856545,versicolor
5.682706433312426,3.1214945132882868,5.556724467960192,0.7980074066420898,versicolor
5.092314628974792,2.6217348136994865,1.3083585118084495,1.14329489373645,setosa
5.58967733861732,3.2753585841164328,2.8009374655693406,1.0221613823039604,setosa
5.628642741736615,3.6366468591037897,3.7078655495772748,1.6838910308299038,virginica
5.39886136538919,3.309739578165344,3.7704708906471134,1.2272104216506066,setosa
5.719357144166995,2.544189010213796,3.024901792781135,1.2688013310376012,setosa
6.002025428407269,2.8547297781401246,4.634274898521248,0.8940615169387665,setosa
6.743092950605265,3.3800733447559868,2.0985693559261085,0.8561968879637534,versicolor
5.887288906415919,2.7876991603143657,3.48643077246806,0.8837209060901896,versicolor
5.928775195361382,3.1331458284438685,3.8804434475678486,1.2972260711891486,virginica
5.762777042116916,3.232390216028801,4.471658251088124,0.8895077595898686,setosa
4.840614392350479,2.721920858526575,4.7674223171333345,1.2448874284482065,setosa
5.7867430622753915,2.98214239318146,2.0130368622431964,2.1377003993227195,virginica
5.830115104970513,2.0276197979792783,1.3988287438965665,1.5355623517158463,setosa
7.031621056242643,2.692683707599713,5.616515232847764,0.9369882339160795,setosa
5.703819517609438,2.924229554582052,4.198471017969387,1.7006069610819725,versicolor
5.9507736711668064,2.6256650454105452,2.5772701951651698,0.8959623134892244,virginica
5.782644115147378,3.4897233911794907,6.0267279632837845,0.08093773241107316,virginica
5.215660981190234,2.57095758661181,3.873511951439288,0.595956844541298,virginica
6.37141140725751,2.8679866539909047,5.46894577609574,0.16460403948707225,virginica
6.175966516343387,3.0392221731858275,3.8012777221151635,0.9242432579793458,versicolor
6.195515973521523,3.4323819867198346,6.791121887322981,1.109209189594776,versicolor
5.34530627260263,2.5692413546461683,6.333011263664806,1.9382186561376415,setosa
6.50139715546805,3.348949125646488,3.32655377728139,1.2634636868820814,setosa
5.09907446860386,3.003069918305876,5.157356426431534,0.9904497355955679,setosa
6.093428546900135,2.705547404685615,4.668063924377721,1.5147027905917447,setosa
6.895227812904989,3.1386310422789814,5.752947336298523,-0.005567654503942476,versicolor
5.304731837434655,3.059717908672041,2.2526148091298435,1.217807279054283,virginica
5.516851135198614,2.8199349368523614,4.729077189997659,1.4854325969434834,versicolor
5.849825682543821,3.0209406254970057,5.287636730274382,0.3607068771100793,setosa
5.5482621729419,2.884405920941472,1.0618907703653289,1.6718770216034646,versicolor
5.024668284466934,3.0340552035753743,1.9251122310013375,1.2692482037472073,virginica
5.834281487403014,3.198639202356314,0.6411517333598491,0.8923560430495995,virginica
5.268848143136948,3.4758050448436055,3.2958897483331633,1.4163909330531426,versicolor
6.03679621531759,2.6286553503519454,4.776313383693944,2.235346428902198,versicolor
5.340287882883098,3.63991001239688,5.953535578144042,1.1909331275292476,versicolor
6.57496720250877,2.4143736601432497,3.811142170629663,1.2241102931501682,setosa
5.408373353831881,2.954464471489325,6.142923318356938,0.8703195502298781,versicolor
5.638969241897162,3.1764951619453727,1.6298478126776632,0.6750778152676042,versicolor
6.206758608684835,3.08429756032051,1.144926340967268,1.5151679082721228,versicolor
5.184567841783022,2.813190144053822,3.616678451655072,0.6719580870455665,virginica
5.913729967302064,2.9375633248928175,4.276098173408961,1.1357831186096963,virginica
6.4535713771412135,2.85209971960235,3.6509578778588607,0.8611712766174417,setosa
4.996258382719386,2.8231905729167366,0.5988368499401853,1.339489912873196,setosa
5.892316929266152,3.2548806291063075,3.5663199407308177,1.2668310526434743,virginica
5.929941397124211,3.1071046457895144,1.7432957492427203,1.6187699721289497,virginica
6.190911435888655,2.792127121421804,4.704508823245058,0.8449918005726266,virginica
5.181524644560959,3.2698799626299753,4.249897369145272,0.9650625323533144,versicolor
5.1397716934578614,3.0921898562629826,2.2901803205089672,0.6106181421088464,versicolor
6.0609707828084485,3.243858635651688,2.92919962399496,0.8778533699619443,virginica
5.948492336616593,3.188888652577084,2.1111797171665727,1.288650246522426,versicolor
